koi_disposition,koi_period,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_srad,label
FALSE POSITIVE,22.7832776,4.194,120.2,1.33,759.0,78.41,18.2,6517.0,4.382,1.159,0
FALSE POSITIVE,23.737952838,8.50818,95883.6,53.27,620.0,34.94,1221.2,5559.0,4.394,1.0,0
FALSE POSITIVE,21.4618453,5.675,122.2,19.89,722.0,64.17,13.4,5806.0,4.283,1.213,0
FALSE POSITIVE,75.13194883,20.8729,122372.0,26.21,359.0,3.94,3625.5,5365.0,4.586,0.729,0
FALSE POSITIVE,243.82122131,10.9312,56799.3,56.63,365.0,4.18,2804.3,6370.0,4.228,1.316,0
FALSE POSITIVE,16.227548674,5.08666,192688.0,46.52,599.0,30.52,1870.0,5297.0,4.587,0.795,0
FALSE POSITIVE,47.189437,11.555,370871.0,66.71,484.0,13.01,804.0,5458.0,4.381,0.972,0
FALSE POSITIVE,1.501760172,5.85519,387905.0,90.92,1905.0,3110.42,2624.0,6327.0,4.315,1.29,0
FALSE POSITIVE,4.05325447,4.0116,110916.0,1668.79,1191.0,475.36,446.1,6022.0,4.453,1.039,0
CONFIRMED,7.68433346,1.4346,1175.0,2.58,583.0,27.35,28.5,4402.0,4.682,0.572,1
FALSE POSITIVE,1.549979213,7.5945,370546.0,136.64,2141.0,4986.15,672.7,5408.0,3.777,2.058,0
FALSE POSITIVE,10.99381963,3.7889,1685.8,40.17,978.0,216.57,102.9,6553.0,4.366,1.157,0
FALSE POSITIVE,10.9938087,5.0403,1456.9,5.33,978.0,216.57,100.4,6553.0,4.366,1.157,0
CONFIRMED,16.5860329,7.043,231.3,2.09,821.0,107.25,14.6,5626.0,4.149,1.389,1
CONFIRMED,16.7525077,3.174,338.3,3.65,801.0,97.43,18.2,4807.0,3.906,1.802,1
FALSE POSITIVE,49.612757516,7.07603,130460.0,57.08,536.0,19.46,2070.3,6241.0,4.45,1.031,0
CONFIRMED,15.3317719,5.467,179.2,1.91,821.0,107.44,13.3,5726.0,4.228,1.285,1
CONFIRMED,84.704139,10.393,655.7,4.17,537.0,19.59,17.0,6085.0,4.115,1.634,1
FALSE POSITIVE,0.755105584,5.02374,250026.0,76.26,2412.0,7996.1,2158.5,6592.0,4.369,1.19,0
FALSE POSITIVE,101.26336282,17.8951,72792.5,44.0,435.0,8.47,3573.1,6309.0,4.413,1.062,0
FALSE POSITIVE,120.58167178,8.2904,192896.0,41.71,291.0,1.7,1184.8,5294.0,4.651,0.673,0
FALSE POSITIVE,1.558544209,3.3727,225588.0,35.12,1182.0,460.09,421.6,4868.0,4.582,0.708,0
FALSE POSITIVE,2.63757408,5.9626,169658.0,76.02,1242.0,563.22,1471.6,5639.0,4.509,0.953,0
FALSE POSITIVE,8.64636188,8.73607,218072.0,54.24,1033.0,268.95,2441.7,6444.0,4.382,1.134,0
FALSE POSITIVE,125.288206,3.695,241.6,1.5,363.0,4.1,9.4,5881.0,4.48,0.973,0
FALSE POSITIVE,112.46358893,31.8273,242411.0,129.04,692.0,54.2,1374.0,7426.0,3.903,2.463,0
FALSE POSITIVE,42.39930429,18.3609,205992.0,44.7,542.0,20.46,2261.9,6153.0,4.487,0.962,0
CONFIRMED,11.6044881,3.409,267.6,1.88,841.0,118.5,14.5,5533.0,4.275,1.166,1
FALSE POSITIVE,27.009807384,1.96698,67898.0,22.32,330.0,2.82,541.3,3900.0,4.727,0.534,0
CONFIRMED,15.0219784,5.068,96.9,1.77,874.0,137.91,7.4,5831.0,4.162,1.382,1
CONFIRMED,91.078624,10.304,738.6,3.26,415.0,7.02,20.8,5915.0,4.437,1.008,1
CONFIRMED,85.272459,13.31,767.8,3.85,443.0,9.1,18.9,5922.0,4.349,1.057,1
FALSE POSITIVE,12.42592675,29.1701,410.3,2.66,790.0,92.32,63.7,5952.0,4.489,0.971,0
FALSE POSITIVE,89.7398137,3.26371,81096.0,38.01,363.0,4.1,296.0,5777.0,4.608,0.747,0
FALSE POSITIVE,90.08255562,19.7301,43252.2,49.2,666.0,46.58,3571.6,6523.0,3.835,2.343,0
FALSE POSITIVE,0.759768478,2.824,57.4,0.64,1737.0,2149.06,12.9,5481.0,4.574,0.815,0
FALSE POSITIVE,42.2011587,8.479,178.1,37.39,671.0,47.85,15.9,6200.0,4.135,1.449,0
FALSE POSITIVE,15.65129028,6.7631,398641.0,78.3,792.0,93.1,359.7,6137.0,4.418,1.103,0
FALSE POSITIVE,9.014220178,2.76441,34085.6,15.49,661.0,45.03,1109.2,4842.0,4.573,0.73,0
FALSE POSITIVE,1.824653341,4.25512,176739.0,55.44,1680.0,1880.22,1833.7,6413.0,4.372,0.941,0
FALSE POSITIVE,3.185090259,4.80188,423276.0,92.5,1564.0,1414.18,1909.2,6516.0,4.249,1.279,0
FALSE POSITIVE,372.76888,23.27,1157.2,3.66,242.0,0.81,22.8,5800.0,4.514,0.894,0
CONFIRMED,5.70940795,1.622,586.7,1.51,644.0,40.66,20.2,4402.0,4.682,0.572,1
FALSE POSITIVE,2.086076372,2.4032,58858.0,1543.74,1645.0,1728.2,159.3,6124.0,4.265,1.119,0
CONFIRMED,3.63898953,2.252,209.6,1.68,1238.0,555.71,16.0,5533.0,4.275,1.166,1
CONFIRMED,38.1303324,6.53,180.4,1.54,613.0,33.43,11.6,6370.0,4.41,1.106,1
CONFIRMED,14.42735088,4.857,117.0,1.53,783.0,88.9,21.5,5929.0,4.403,1.04,1
CONFIRMED,12.90235874,2.446,354.4,1.49,675.0,48.99,15.7,5530.0,4.586,0.788,1
CONFIRMED,36.4337867,4.388,406.8,2.2,561.0,23.35,16.2,5566.0,4.329,1.099,1
FALSE POSITIVE,58.5850357,3.5939,75468.0,149.98,707.0,59.16,656.5,6379.0,3.925,1.994,0
CONFIRMED,265.47847,10.28,1040.7,4.2,291.0,1.7,18.1,5792.0,4.375,1.005,1
FALSE POSITIVE,1.546222068,7.998,49.4,0.77,1578.0,1465.41,56.6,5611.0,4.388,1.073,0
FALSE POSITIVE,89.3313828,11.919,2177.6,8.02,558.0,22.89,169.5,6860.0,4.233,1.467,0
FALSE POSITIVE,22.2941485,3.188,100.9,1.5,760.0,78.93,13.6,5915.0,4.223,1.392,0
CONFIRMED,46.7162336,7.259,345.5,2.03,531.0,18.74,15.4,5856.0,4.386,1.092,1
FALSE POSITIVE,43.56225858,3.6873,51325.0,80.02,624.0,35.83,163.6,6411.0,4.307,1.216,0
FALSE POSITIVE,198.443477,9.9776,39943.0,41.72,279.0,1.44,464.2,5420.0,4.502,0.868,0
FALSE POSITIVE,17.907664726,5.58652,265411.0,282.86,746.0,73.31,1731.4,6173.0,4.447,1.041,0
FALSE POSITIVE,2.4044122,4.575,42.7,0.85,1662.0,1805.11,10.8,6398.0,4.276,1.249,0
FALSE POSITIVE,22.77196484,8.3476,325446.0,104.17,835.0,114.9,305.2,6049.0,4.067,1.557,0
FALSE POSITIVE,184.52015392,15.3564,49269.0,23.38,275.0,1.36,1759.1,5341.0,4.514,0.776,0
CONFIRMED,82.175197,8.664,546.4,2.24,441.0,8.92,20.8,6247.0,4.489,0.954,1
FALSE POSITIVE,29.015852933,7.19844,71432.1,1183.06,592.0,29.11,1268.8,5783.0,4.415,0.941,0
FALSE POSITIVE,77.36241476,12.1317,96585.8,41.66,362.0,4.08,1246.3,5359.0,4.57,0.79,0
FALSE POSITIVE,495.71095,4.514,443.1,4.41,330.0,2.8,8.5,6054.0,3.911,1.953,0
CONFIRMED,10.35857039,2.577,273.7,1.68,860.0,129.28,15.1,5893.0,4.423,1.02,1
CONFIRMED,30.2541186,2.134,576.3,2.8,660.0,44.87,12.3,6277.0,4.402,1.161,1
FALSE POSITIVE,17.081202417,7.20617,134143.0,39.24,585.0,27.61,1524.8,5431.0,4.623,0.708,0
CONFIRMED,20.034708,6.49,124.4,2.24,967.0,207.16,22.9,6120.0,3.934,2.0,1
CONFIRMED,3.15722086,3.762,49.7,1.41,1791.0,2436.47,17.4,6120.0,3.934,2.0,1
CONFIRMED,23.2385587,8.432,161.2,2.18,903.0,157.09,15.5,6602.0,4.108,1.685,1
FALSE POSITIVE,118.314913,4.79,216.3,7.23,786.0,90.09,7.0,6190.0,3.34,4.763,0
CONFIRMED,20.35971899,2.1521,345.7,0.8,276.0,1.38,26.8,3419.0,4.904,0.344,1
FALSE POSITIVE,43.798566,6.401,290.4,48.52,721.0,63.8,26.1,5611.0,3.842,2.227,0
FALSE POSITIVE,131.73630485,5.28476,58381.2,54.38,413.0,6.89,1241.0,5102.0,3.962,1.669,0
FALSE POSITIVE,4.301031137,5.65214,204153.0,93.01,1454.0,1056.61,1526.2,6386.0,4.208,1.548,0
FALSE POSITIVE,198.01379181,9.72673,142501.0,38.49,260.0,1.09,1411.3,5359.0,4.566,0.708,0
FALSE POSITIVE,10.9938268,5.0746,419208.0,52.69,627.0,36.46,469.5,4856.0,4.554,0.743,0
CONFIRMED,1.682934607,1.8846,142.7,1.06,1270.0,615.67,24.5,5201.0,4.573,0.834,1
FALSE POSITIVE,114.90862419,7.66397,196112.0,42.78,259.0,1.06,1179.7,4412.0,4.565,0.737,0
CONFIRMED,11.55532445,3.499,250.0,1.7,674.0,48.88,16.1,5149.0,4.506,0.803,1
CONFIRMED,26.0841212,6.141,259.7,1.35,598.0,30.24,13.8,6083.0,4.563,0.835,1
FALSE POSITIVE,52.802767576,5.6184,52110.3,75.82,472.0,11.73,1238.8,5835.0,4.492,0.901,0
FALSE POSITIVE,39.206808648,6.24701,186978.0,50.2,516.0,16.82,1274.3,5945.0,4.545,0.861,0
CONFIRMED,64.6589166,7.71,235.4,2.12,535.0,19.39,13.9,5821.0,4.172,1.395,1
FALSE POSITIVE,27.6760342,4.234,266.8,5.15,951.0,193.23,14.4,5123.0,3.442,3.224,0
CONFIRMED,8.74192361,4.235,295.7,1.94,924.0,172.38,18.5,5596.0,4.298,1.145,1
FALSE POSITIVE,26.936878,4.969,246.9,1.57,617.0,34.24,8.8,5878.0,4.442,0.998,0
FALSE POSITIVE,12.4281308,6.79,131.4,0.85,715.0,61.78,9.4,5940.0,4.621,0.729,0
CONFIRMED,9.10969334,5.3181,126.4,1.32,873.0,137.45,47.8,5611.0,4.388,1.073,1
FALSE POSITIVE,0.96283264,2.947,96.3,0.74,1686.0,1908.55,16.4,5955.0,4.617,0.733,0
CONFIRMED,73.7502765,13.309,233.1,3.78,677.0,49.76,33.9,6056.0,3.797,2.481,1
FALSE POSITIVE,210.30644361,6.68665,46455.4,101.13,525.0,17.94,1081.7,7591.0,4.05,2.017,0
FALSE POSITIVE,8.268081087,3.47103,71479.3,50.31,863.0,130.83,1320.5,5749.0,4.502,0.922,0
FALSE POSITIVE,3.564614021,3.44204,94342.0,46.0,1187.0,470.37,728.8,5891.0,4.45,0.892,0
FALSE POSITIVE,533.47707,23.71,210.6,2.6,315.0,2.33,15.3,6077.0,3.931,1.759,0
FALSE POSITIVE,5.877122413,3.7369,15647.1,45.95,1061.0,300.43,287.6,5778.0,4.325,1.043,0
FALSE POSITIVE,1.036592635,2.40749,124498.0,463.05,4194.0,73013.77,444.7,4884.0,2.737,8.747,0
FALSE POSITIVE,91.4999978,19.5818,65496.0,21.86,335.0,2.98,1018.4,5263.0,4.572,0.774,0
CONFIRMED,65.9407869,7.776,580.4,2.33,454.0,10.04,19.8,5982.0,4.493,0.96,1
FALSE POSITIVE,406.45737,9.554,284.2,1.96,278.0,1.42,12.7,6217.0,4.364,1.141,0
FALSE POSITIVE,30.47639859,17.9728,130569.0,43.01,542.0,20.39,236.2,5913.0,4.585,0.787,0
CONFIRMED,14.53260546,2.4212,328.9,1.69,746.0,73.37,29.0,6003.0,4.507,0.932,1
CONFIRMED,153.348739,12.205,388.0,2.14,377.0,4.78,12.7,6127.0,4.356,1.08,1
FALSE POSITIVE,361.526458,6.947,525.1,5.7,410.0,6.67,14.0,7196.0,4.064,1.923,0
CONFIRMED,48.0506878,7.999,274.5,2.36,564.0,23.9,15.1,5332.0,4.083,1.453,1
FALSE POSITIVE,9.44942628,6.3064,1211.9,75.22,1192.0,476.13,81.1,5092.0,3.689,2.664,0
FALSE POSITIVE,0.933489066,1.41864,14259.0,48.01,1979.0,3648.49,374.5,5758.0,4.307,1.084,0
FALSE POSITIVE,1.908525084,4.169,218.9,3.74,3191.0,24558.81,26.9,9174.0,4.013,2.471,0
FALSE POSITIVE,0.798467681,0.86,120.7,0.82,1718.0,2064.49,9.4,5575.0,4.557,0.733,0
FALSE POSITIVE,0.867721348,4.8783,97653.0,67.0,2089.0,4487.7,587.9,5510.0,4.186,1.276,0
FALSE POSITIVE,161.252567,23.626,2911.5,5.04,318.0,2.41,94.7,5985.0,4.574,0.811,0
CONFIRMED,3.90863457,1.7704,867.2,1.86,787.0,91.01,36.6,4518.0,4.613,0.653,1
CONFIRMED,77.086191,4.77,942.8,29.77,464.0,11.0,12.9,6228.0,4.441,1.049,1
FALSE POSITIVE,1.673662758,2.3135,316.4,23.42,1729.0,2106.67,33.4,6444.0,4.433,1.053,0
FALSE POSITIVE,5.93717724,5.355,25450.0,594.32,1005.0,241.6,56.3,5780.0,4.438,1.0,0
FALSE POSITIVE,3.89043062,6.596,195.4,1.24,1106.0,354.22,14.4,5646.0,4.449,0.896,0
FALSE POSITIVE,16.8282542,39.098,655.3,2.66,668.0,46.95,78.3,5575.0,4.496,0.972,0
FALSE POSITIVE,2.489549075,2.4345,2829.7,59.57,1708.0,2007.56,160.6,6184.0,4.138,1.406,0
CONFIRMED,1.644221032,2.9122,47.8,1.18,1897.0,3071.95,24.1,6297.0,4.26,1.369,1
FALSE POSITIVE,4.469731089,5.257,3159.6,84.63,1614.0,1604.34,286.7,5758.0,3.808,2.318,0
FALSE POSITIVE,1.731803197,5.6803,44612.0,22.87,1526.0,1285.11,221.1,5761.0,4.426,1.029,0
FALSE POSITIVE,2.64830047,2.6395,12668.0,126.54,3042.0,20225.84,79.8,4839.0,2.761,9.278,0
CONFIRMED,17.2653659,5.02,67.9,1.16,888.0,146.92,13.9,6388.0,4.244,1.402,1
FALSE POSITIVE,3.486318703,2.7904,60135.0,54.53,1201.0,491.1,190.7,5780.0,4.438,1.0,0
FALSE POSITIVE,1.705780649,1.6271,15498.0,25.95,1101.0,348.32,31.8,4970.0,4.665,0.591,0
FALSE POSITIVE,7.45306683,4.7617,46552.0,1044.28,932.0,178.53,84.3,5780.0,4.438,1.0,0
FALSE POSITIVE,2.929299629,7.102,83918.0,51.67,1272.0,618.11,374.6,5780.0,4.438,1.0,0
FALSE POSITIVE,5.50811352,2.9516,40380.0,34.03,778.0,86.57,100.5,5188.0,4.687,0.624,0
FALSE POSITIVE,0.569115097,3.5028,585597.0,156.15,3357.0,29827.37,229.6,7174.0,4.13,1.705,0
FALSE POSITIVE,2.529073751,1.8827,1572.9,25.8,1137.0,395.83,73.4,5465.0,4.598,0.766,0
FALSE POSITIVE,0.916326699,3.1427,96384.0,50.7,1917.0,3196.67,251.6,6046.0,4.486,0.972,0
CONFIRMED,33.0405509,3.3613,577.4,2.36,561.0,23.4,27.5,5688.0,4.415,0.971,1
FALSE POSITIVE,1.306723495,6.606,12456.6,27.42,1170.0,443.02,311.7,4651.0,4.612,0.657,0
FALSE POSITIVE,0.7967202,4.25304,167719.0,56.89,1964.0,3497.4,716.6,5780.0,4.438,1.0,0
FALSE POSITIVE,359.102042,16.949,1102.9,28.76,290.0,1.67,26.5,6355.0,4.41,1.108,0
CONFIRMED,160.130899,13.775,1183.0,6.67,450.0,9.68,32.4,6092.0,4.056,1.759,1
FALSE POSITIVE,2.69634575,3.785,185.2,1.46,1287.0,650.06,35.4,5418.0,4.335,1.051,0
FALSE POSITIVE,2.553924603,9.835,1680.1,32.67,1352.0,789.69,100.5,5993.0,4.489,0.986,0
FALSE POSITIVE,8.487871809,4.19829,118814.0,46.24,798.0,96.0,483.9,5553.0,4.558,0.855,0
FALSE POSITIVE,5.50817321,3.6845,226850.0,39.18,768.0,82.55,268.7,5051.0,4.663,0.644,0
FALSE POSITIVE,6.142812722,6.0751,96593.0,31.9,994.0,230.71,316.1,5780.0,4.438,1.0,0
FALSE POSITIVE,175.06586091,4.5181,45134.0,40.63,312.0,2.24,320.6,6021.0,4.57,0.819,0
FALSE POSITIVE,20.8392148,2.3321,177508.0,51.9,584.0,27.45,197.6,5378.0,4.488,0.812,0
FALSE POSITIVE,9.50158045,5.0701,443400.0,73.07,860.0,128.99,314.9,5780.0,4.438,1.0,0
FALSE POSITIVE,19.226055,2.949,3266.0,3.52,513.0,16.32,10.1,5193.0,4.689,0.621,0
FALSE POSITIVE,2.050435466,8.0122,7765.3,34.84,1278.0,629.98,445.8,5440.0,4.496,0.825,0
FALSE POSITIVE,1.507101452,5.2005,15847.0,39.32,1573.0,1453.29,273.5,5884.0,4.453,0.876,0
FALSE POSITIVE,1.274841686,3.5903,50253.0,63.68,2025.0,3957.46,353.0,6211.0,4.247,1.281,0
CONFIRMED,4.02582434,2.8059,265.3,1.79,1169.0,440.08,23.9,5509.0,4.308,1.116,1
FALSE POSITIVE,2.845746618,13.0719,557741.0,135.99,1667.0,1822.75,829.1,5641.0,3.948,1.776,0
FALSE POSITIVE,2.30120705,25.08,1688.1,28.64,1254.0,583.42,132.5,5641.0,4.554,0.85,0
FALSE POSITIVE,337.377514,12.136,6110.0,37.23,271.0,1.28,60.0,6029.0,4.452,0.998,0
FALSE POSITIVE,8.58965725,8.9793,1161.5,27.86,828.0,111.01,107.8,5697.0,4.539,0.892,0
FALSE POSITIVE,8.56751264,5.449,347.9,23.05,972.0,210.83,17.9,6212.0,4.42,1.054,0
FALSE POSITIVE,1.061934313,3.194,607.0,15.14,1104.0,352.77,70.0,4304.0,4.675,0.566,0
FALSE POSITIVE,2.406574511,3.4382,738.0,26.22,1481.0,1140.2,63.9,6167.0,4.428,1.107,0
FALSE POSITIVE,28.64338839,1.2246,624.3,5.82,871.0,136.32,23.1,6507.0,4.002,1.767,0
FALSE POSITIVE,96.231257,2.488,938.0,29.26,965.0,204.8,8.8,4895.0,2.674,9.529,0
FALSE POSITIVE,30.5528701,5.3367,63521.0,63.57,685.0,51.9,510.8,6441.0,4.367,1.165,0
CONFIRMED,26.2347447,3.536,196.5,2.76,754.0,76.31,22.0,6297.0,4.26,1.369,1
CONFIRMED,160.88451966,10.8771,7590.4,9.09,346.0,3.39,526.1,5650.0,4.313,1.044,1
FALSE POSITIVE,4.04506346,3.22222,360177.0,67.94,1143.0,402.77,483.9,5780.0,4.438,1.0,0
CONFIRMED,141.2415405,6.7645,12990.5,11.49,352.0,3.62,380.9,5705.0,4.397,1.017,1
CONFIRMED,217.83184293,21.306,9148.7,11.17,343.0,3.29,1244.4,6259.0,4.385,1.167,1
FALSE POSITIVE,1.433262145,5.6316,1849.5,5.67,1769.0,2319.46,159.3,5977.0,4.318,1.068,0
FALSE POSITIVE,0.782046543,1.9874,340464.0,43.07,1372.0,836.18,534.0,4768.0,4.661,0.591,0
FALSE POSITIVE,5.663604992,1.4283,163385.0,54.55,1021.0,257.36,169.4,5780.0,4.438,1.0,0
FALSE POSITIVE,18.076610347,3.1396,65280.0,39.16,533.0,19.14,380.6,4848.0,4.55,0.764,0
FALSE POSITIVE,6.47173281,7.1964,6472.7,13.68,1338.0,757.69,94.5,6318.0,4.079,1.685,0
FALSE POSITIVE,1.031100362,2.9759,129157.0,27.35,1584.0,1491.65,178.5,5666.0,4.601,0.752,0
FALSE POSITIVE,0.597933142,3.47133,284383.0,63.46,2161.0,5169.99,1490.3,5780.0,4.438,1.0,0
FALSE POSITIVE,5.36652724,8.367,3122.5,7.97,982.0,219.72,50.7,5858.0,4.553,0.849,0
FALSE POSITIVE,1.540392098,3.7271,1022.0,17.63,1210.0,506.98,87.2,4911.0,4.564,0.724,0
CONFIRMED,47.1484324,3.1347,1113.8,2.58,391.0,5.5,54.5,4975.0,4.579,0.734,1
CONFIRMED,2.50475282,2.376,181.1,1.48,1369.0,828.59,18.9,5509.0,4.308,1.116,1
CONFIRMED,59.3627946,13.972,233.6,2.23,566.0,24.33,51.5,5786.0,4.106,1.471,1
FALSE POSITIVE,2.199076661,6.11,777.4,21.72,1179.0,457.33,56.2,5310.0,4.565,0.791,0
CONFIRMED,1.79110997,2.0917,167.5,1.29,1549.0,1356.76,24.3,6040.0,4.469,0.999,1
FALSE POSITIVE,7.77241144,5.272,286.9,1.69,938.0,183.58,18.9,6014.0,4.486,0.993,0
CONFIRMED,10.51421162,3.877,85.4,1.25,943.0,187.06,21.6,6259.0,4.385,1.167,1
FALSE POSITIVE,11.344347453,5.9738,258242.0,62.52,810.0,101.92,437.2,5780.0,4.438,1.0,0
CONFIRMED,214.3120439,16.2938,4523.4,9.17,380.0,4.93,562.8,6471.0,4.287,1.357,1
FALSE POSITIVE,0.876826336,3.6097,138366.0,37.24,2042.0,4095.0,1338.1,6344.0,4.481,0.962,0
FALSE POSITIVE,208.86909724,4.5707,21306.7,29.95,316.0,2.34,413.8,5914.0,4.421,0.987,0
CONFIRMED,7.2593226,6.1394,247.5,1.57,967.0,206.88,40.1,5914.0,4.421,0.987,1
FALSE POSITIVE,1.98663794,4.7585,63156.0,134.5,3234.0,25932.61,193.0,9191.0,3.973,2.619,0
FALSE POSITIVE,13.54208867,4.9406,28869.0,26.65,727.0,66.01,137.6,5496.0,4.405,0.927,0
FALSE POSITIVE,7.549303633,2.3665,10222.9,34.45,794.0,93.96,177.0,5402.0,4.581,0.815,0
FALSE POSITIVE,0.77544539,1.8764,6791.4,35.53,1883.0,2974.07,205.1,5861.0,4.546,0.865,0
FALSE POSITIVE,308.255238,11.959,637.1,18.98,576.0,26.05,13.8,4852.0,2.896,7.797,0
FALSE POSITIVE,3.46724809,11.01,1317.3,2.52,841.0,118.15,107.0,4969.0,4.713,0.543,0
FALSE POSITIVE,7.4413445,2.8754,2234.0,43.5,1136.0,393.59,66.4,6540.0,4.321,1.183,0
FALSE POSITIVE,4.618309224,3.6752,1191.0,25.43,947.0,190.56,68.5,5452.0,4.572,0.815,0
FALSE POSITIVE,0.677761275,3.7085,877.9,22.15,1906.0,3136.01,120.8,5699.0,4.553,0.853,0
FALSE POSITIVE,2.845739012,11.9327,24391.8,44.7,1294.0,663.42,488.6,5982.0,4.493,0.96,0
FALSE POSITIVE,175.358905,5.34,215.0,2.9,420.0,7.36,9.1,5109.0,3.757,2.02,0
FALSE POSITIVE,12.42618005,28.1949,1522.8,3.48,551.0,21.8,113.1,4624.0,4.619,0.684,0
FALSE POSITIVE,2.189090653,5.2094,1027.1,23.25,1185.0,466.32,78.3,5401.0,4.593,0.777,0
CONFIRMED,5.33905606,1.6415,755.5,1.9,817.0,105.25,28.9,5057.0,4.573,0.704,1
FALSE POSITIVE,1.99492332,5.898,77.7,0.94,1451.0,1044.18,11.1,5957.0,4.498,0.971,0
CONFIRMED,23.2218115,2.744,210.4,2.42,746.0,73.08,16.9,5808.0,4.185,1.374,1
FALSE POSITIVE,3.351573993,2.8758,54546.0,24.15,1282.0,638.3,192.4,5984.0,4.408,1.033,0
FALSE POSITIVE,8.097050622,5.6736,65620.0,24.01,891.0,149.48,404.9,5753.0,4.423,0.894,0
FALSE POSITIVE,2.119107262,7.5384,124646.0,77.23,1851.0,2775.75,347.3,6381.0,4.155,1.423,0
FALSE POSITIVE,0.887691177,1.644,37.3,1.53,2709.0,12704.16,20.8,5500.0,3.775,2.491,0
CONFIRMED,142.545,8.75,905.4,2.52,318.0,2.42,13.7,5642.0,4.542,0.846,1
CONFIRMED,240.7990472,16.666,5022.9,10.31,342.0,3.22,170.1,5758.0,4.168,1.385,1
FALSE POSITIVE,0.888584158,2.25012,412710.0,43.7,1211.0,507.14,691.2,4324.0,4.639,0.616,0
FALSE POSITIVE,0.865959015,1.9058,291274.0,144.5,1162.0,434.65,620.8,4561.0,4.788,0.469,0
FALSE POSITIVE,0.594276199,2.0188,220745.0,266.99,1564.0,1414.7,285.2,4756.0,4.603,0.667,0
FALSE POSITIVE,1.527491117,7.9136,33546.0,27.85,988.0,224.31,298.6,4273.0,4.652,0.595,0
FALSE POSITIVE,0.566814046,4.049,42.1,0.56,2039.0,4073.9,23.8,5724.0,4.53,0.827,0
FALSE POSITIVE,0.61496383,1.93053,358049.0,44.79,1460.0,1074.84,806.5,4509.0,4.612,0.663,0
FALSE POSITIVE,161.253747,25.322,2598.4,4.98,295.0,1.8,54.7,5570.0,4.573,0.803,0
FALSE POSITIVE,2.974163938,1.7423,90282.0,34.74,1266.0,605.99,88.6,5780.0,4.438,1.0,0
FALSE POSITIVE,15.84131693,1.8156,2617.7,670.04,2252.0,6085.07,38.2,4993.0,2.399,19.695,0
CONFIRMED,9.2075634,3.365,1243.1,5.5,972.0,211.08,43.4,5678.0,4.215,1.303,1
CONFIRMED,2.5903958,2.088,330.9,2.55,1484.0,1147.44,18.3,5678.0,4.215,1.303,1
CONFIRMED,5.3235335,2.714,342.4,2.69,1167.0,438.71,14.6,5678.0,4.215,1.303,1
FALSE POSITIVE,0.831741499,2.297,1231.1,41.62,2198.0,5501.14,110.9,6343.0,4.408,1.14,0
FALSE POSITIVE,4.44737112,19.45,224.4,2.06,1068.0,307.65,93.0,5472.0,4.382,0.981,0
FALSE POSITIVE,12.893018017,3.30029,16032.8,62.52,1004.0,240.5,453.0,6387.0,4.178,1.408,0
FALSE POSITIVE,4.532416322,3.2864,34953.0,62.25,1328.0,735.27,175.6,6306.0,4.283,1.281,0
FALSE POSITIVE,1.160153553,2.16452,12302.5,60.47,2183.0,5363.78,552.8,6200.0,4.161,1.382,0
FALSE POSITIVE,4.032760214,2.7194,10803.4,378.61,2582.0,10499.43,150.9,4969.0,2.899,9.433,0
FALSE POSITIVE,3.723552982,3.5632,40143.0,18.83,1176.0,452.71,145.7,6063.0,4.51,0.89,0
FALSE POSITIVE,2.21396079,3.452,119.4,0.87,1123.0,375.04,9.6,4922.0,4.505,0.823,0
FALSE POSITIVE,11.35501209,14.557,19675.0,8.0,534.0,19.29,221.4,4594.0,4.679,0.567,0
FALSE POSITIVE,1.195515251,5.0834,8054.4,49.33,1959.0,3469.7,309.1,6040.0,4.271,1.155,0
FALSE POSITIVE,5.80184753,3.9551,22143.0,14.0,989.0,225.81,118.1,5687.0,4.426,0.921,0
FALSE POSITIVE,2.38404983,3.2849,312732.0,66.14,1363.0,815.42,195.3,5780.0,4.438,1.0,0
FALSE POSITIVE,5.24078259,5.238,592.6,24.73,1080.0,322.16,58.1,6192.0,4.503,0.917,0
FALSE POSITIVE,5.26641416,2.4404,223.8,2.62,1421.0,964.18,37.8,6338.0,4.087,1.602,0
CONFIRMED,1.847892736,1.8904,323.3,1.51,1374.0,843.8,53.3,5763.0,4.557,0.842,1
FALSE POSITIVE,0.604358764,1.0423,38731.0,23.28,997.0,235.63,236.8,3569.0,4.82,0.427,0
FALSE POSITIVE,11.3775281,12.918,1651.3,82.26,1177.0,453.61,38.2,6943.0,4.162,1.66,0
FALSE POSITIVE,0.7981968,2.22035,257616.0,62.38,1963.0,3497.4,453.9,5780.0,4.438,1.0,0
FALSE POSITIVE,0.695954898,1.469,318.1,2.58,2740.0,13264.33,8.5,6737.0,4.243,1.425,0
FALSE POSITIVE,0.948951607,4.3809,458463.0,115.31,1853.0,2796.38,437.1,5780.0,4.438,1.0,0
FALSE POSITIVE,19.37070781,2.2466,653.2,108.54,1180.0,458.92,38.4,5321.0,3.416,4.335,0
FALSE POSITIVE,14.46993942,7.455,1235.3,85.84,1713.0,2033.61,41.9,4735.0,2.715,9.043,0
FALSE POSITIVE,1.278555003,1.4247,1478.0,5.19,1515.0,1241.92,93.8,5636.0,4.557,0.827,0
